top Temperature,top Pressure,reflux flow,flow to next process,6th tray Temperature,bottom Temperature 1,bottom Temperature 2,C4 content,PT,dT,dT2,Refux Ratio,Log_top_T,reflux_times_Ttray6,T_all_avg
0,0.6335588,0.1971842,0.54181231,0.68607446,0.74017182,0.72285054,0.30900097,0,0,0,0.169684389,0.693147181,0.19345333,0.575609918
0.13930087,0.66977336,0.18724697,0.53927055,0.72239212,0.79373738,0.77390027,0.31687329,0.16401289,0.143529014,0.077659568,0.161399106,0.760479079,0.194297135,0.661700517
0.17076456,0.65955038,0.24262266,0.56177207,0.72995688,0.82900959,0.7952734,0.32588654,0.197989428,0.175178325,0.093364497,0.206117561,0.775079437,0.246965741,0.691092451
0.17422689,0.65439688,0.1971278,0.58048692,0.70346578,0.77075098,0.76257498,0.3368248,0.200425367,0.181509631,0.098391525,0.165484856,0.776673148,0.193725428,0.656074887
0.23931155,1,0.15495442,0.64098867,0.70011053,0.80251788,0.79148268,0.35037181,0.420687824,0.249806886,0.132765146,0.125285172,0.806168475,0.148007664,0.693678609
0.25363087,0.61136159,0.14293497,0.73706352,0.79000706,0.80864905,0.81413327,0.3605767,0.272581605,0.251457893,0.140232219,0.109175221,0.812542636,0.146362475,0.734536789
0.25257576,0.64498613,0.43699105,0.7934581,0.89216149,0.96256983,0.97114957,0.37391642,0.286377126,0.236892534,0.128696445,0.323282796,0.812074344,0.45579984,0.861118444
0.20330562,0.72413575,0.51493961,0.61462228,0.76079023,0.85450605,0.8631783,0.38616043,0.258800824,0.204908356,0.109627909,0.423142497,0.789958787,0.493417925,0.739255518
0.152228,0.6965934,0.48741732,0.58807244,0.75623245,0.76548519,0.73134841,0.38494393,0.186410418,0.153826248,0.086224456,0.407222658,0.766503585,0.474269339,0.654316239
0.10114974,0.68844597,0.49600285,0.5916345,0.77190474,0.76621129,0.75927893,0.37502575,0.122413951,0.101307665,0.057269332,0.4134682,0.74248469,0.490600393,0.652242772
0.10050485,0.69330317,0.52540324,0.59519684,0.77490514,0.76471527,0.78153378,0.37623976,0.122491651,0.100491604,0.056952445,0.436998305,0.742177721,0.516891069,0.659343726
0.10174885,0.67161158,0.49135423,0.5987589,0.74906196,0.72912539,0.73888299,0.37386699,0.120127923,0.103238627,0.058844113,0.407767877,0.742769784,0.470324116,0.627750307
0.10299284,0.65591816,0.44570819,0.60232096,0.73128426,0.72156706,0.74139451,0.36953167,0.118755292,0.105573898,0.059825053,0.369064597,0.743361492,0.420498669,0.621120558
0.10423747,0.68171074,0.43076398,0.60588303,0.69823905,0.7345508,0.73663181,0.36717936,0.124916636,0.108928856,0.060094792,0.355898992,0.743953154,0.388747266,0.613876691
0.10548147,0.67461583,0.42316411,0.60944536,0.68981873,0.73592163,0.73663181,0.36712708,0.125091841,0.110778112,0.060763959,0.348846103,0.744544168,0.377270769,0.612093187
0.10672547,0.65071749,0.31313172,0.61300743,0.70847697,0.73658044,0.7615544,0.36611456,0.122083463,0.110860505,0.061457257,0.257568045,0.745134832,0.294497332,0.62606621
0.1101102,0.69013088,0.41214759,0.62106952,0.75420983,0.82485642,0.82840748,0.36842767,0.133584262,0.111394543,0.060339103,0.337328015,0.746740174,0.400298585,0.6888128
0.11591425,0.70153463,0.46630243,0.62927334,0.73609832,0.79916436,0.82083646,0.36838279,0.142949364,0.11848965,0.064426715,0.379730091,0.749486989,0.434079338,0.67481308
0.12171766,0.70462437,0.50627964,0.63747717,0.72341854,0.7751827,0.78585041,0.37156343,0.150767432,0.125337416,0.068566272,0.410219683,0.752225978,0.456617112,0.654585128
0.1275217,0.68383346,0.50906206,0.64568099,0.71989901,0.78021846,0.73966404,0.37385847,0.153295965,0.131582778,0.071632613,0.410417967,0.754957781,0.454588135,0.642645078
0.13332574,0.66354818,0.49126905,0.65388481,0.71637948,0.77272741,0.78073364,0.37942336,0.155518747,0.137853753,0.075209386,0.394108165,0.757682142,0.436533264,0.653662564
0.13912915,0.63794576,0.46667153,0.66208863,0.71644782,0.80758337,0.78073364,0.38285354,0.156026429,0.143848531,0.0769697,0.372527566,0.760398807,0.415391733,0.666174519
0.1449332,0.68562599,0.51568701,0.67029246,0.7253163,0.7768399,0.80827363,0.38382118,0.174683319,0.149079202,0.081567957,0.40963302,0.76310841,0.457240918,0.669697925
0.15073724,0.66313543,0.50233314,0.65847629,0.72328975,0.78995665,0.77998729,0.3837791,0.175719142,0.155231609,0.084212788,0.401868392,0.765810686,0.448368671,0.666198159
0.15654065,0.69129838,0.55634563,0.64174208,0.73589329,0.8009045,0.80893492,0.3837058,0.190234357,0.160037594,0.086923349,0.449615254,0.768505387,0.503158203,0.684109242
0.16234469,0.70345687,0.62908846,0.62500787,0.74335291,0.79877314,0.80442563,0.38372682,0.200757531,0.165261116,0.09025301,0.513638461,0.771193138,0.569923804,0.686143896
0.16814874,0.69534335,0.64085276,0.60827367,0.73093336,0.79664335,0.78410953,0.38295581,0.205536618,0.172397583,0.093590495,0.528688171,0.773873688,0.574348726,0.67721595
0.17395214,0.68347968,0.66350082,0.59153918,0.71851512,0.76687792,0.77572621,0.37947563,0.209002589,0.179636391,0.098451703,0.55312771,0.776546774,0.586619505,0.663464132
0.18243307,0.67722943,0.60404587,0.57480497,0.70609557,0.76572148,0.76748695,0.37273913,0.217187923,0.189765874,0.103319279,0.508914036,0.780440342,0.53710666,0.659367698
0.19244482,0.66177924,0.61659556,0.5599735,0.71942457,0.76868066,0.77728832,0.36258985,0.22388018,0.198628243,0.108806991,0.524426294,0.785017277,0.561429356,0.670458374
0.20245721,0.68257162,0.6032225,0.54729258,0.72140645,0.79667778,0.81692077,0.3514893,0.242928102,0.208721759,0.112684207,0.517256998,0.789573651,0.556417522,0.694919605
0.21246896,0.71709832,0.6164536,0.53461166,0.72015266,0.77974586,0.78876635,0.34148739,0.267836943,0.219202955,0.119381629,0.532970517,0.794109068,0.569767178,0.683759167
0.22248135,0.71252562,0.61028292,0.52193074,0.71889888,0.80637059,0.7764604,0.33370655,0.278670103,0.229700101,0.123164843,0.532031826,0.798624297,0.567924856,0.690848769
0.23249311,0.67067257,0.63102871,0.50924981,0.7176451,0.80181525,0.82377843,0.32788996,0.274104972,0.240211921,0.129032713,0.554739735,0.803118948,0.587350369,0.706676429
0.24250549,0.7054027,0.59885012,0.49656889,0.72545693,0.79961348,0.80515114,0.32588654,0.300714919,0.249422344,0.134754208,0.530912211,0.807593763,0.572081586,0.705753309
0.25251725,0.70588621,0.62877615,0.48388797,0.75852054,0.78856079,0.83275535,0.32464617,0.313344468,0.254836428,0.141184606,0.562206979,0.812048369,0.627843611,0.724071279
0.3217492,0.72522806,0.69315252,0.47120733,0.77100449,0.831504,0.85290309,0.32704054,0.410193106,0.322415355,0.175674855,0.625109663,0.842320867,0.697349754,0.768557375
0.31367086,0.62821661,0.75883493,0.44625852,0.76587764,0.79560115,0.83636556,0.3289968,0.346401586,0.315232852,0.174688494,0.696149747,0.83883538,0.756860235,0.748390407
0.30559251,0.66852626,0.83729416,0.34344634,0.75833391,0.82467803,0.82793538,0.32900475,0.359134774,0.308431878,0.167477497,0.826911485,0.835337698,0.860692863,0.74993402
0.29751417,0.69798054,0.76672793,0.25736034,0.69104491,0.72461074,0.74714481,0.33460885,0.365045713,0.312226972,0.172510911,0.809063879,0.831827743,0.770848194,0.671219105
0.28943583,0.64452621,0.58436977,0.27743228,0.6859115,0.71628562,0.72224479,0.34352778,0.327936047,0.30467402,0.168640829,0.60694752,0.828305425,0.605362424,0.656953234
0.28135748,0.65245105,0.53801163,0.29750393,0.69794072,0.79261068,0.79201207,0.35697802,0.322702762,0.294072115,0.156954035,0.550153991,0.824770652,0.567233171,0.703047991
0.27327914,0.70164076,0.60902408,0.31757586,0.67605602,0.78432624,0.7837433,0.37493406,0.337068039,0.289358241,0.153155367,0.613281863,0.821223344,0.601844396,0.688757739
0.26520079,0.68526041,0.62791479,0.3376478,0.6531909,0.75011345,0.75669624,0.39635662,0.31946754,0.28468836,0.151533485,0.622816657,0.817663404,0.588992113,0.660431968
0.25712245,0.68653404,0.62216079,0.35771973,0.62867116,0.75824609,0.74013615,0.41758773,0.310311846,0.280171848,0.146238033,0.607986302,0.81409075,0.555635057,0.647828519
0.24904411,0.69247767,0.63636681,0.37779166,0.60865663,0.78423235,0.77094962,0.44181601,0.30316449,0.27474565,0.139580537,0.61280917,0.810505286,0.541496038,0.656647551
0.24096576,0.7018663,0.63724697,0.38056881,0.59623707,0.76969469,0.75980658,0.4698686,0.297307598,0.267901933,0.136162334,0.612422316,0.806906916,0.530168232,0.642461025
0.23288742,0.69029598,0.69894489,0.38280059,0.58314332,0.74459572,0.75581105,0.50232342,0.282603578,0.261062024,0.133490767,0.670632605,0.803295555,0.558933847,0.627018632
0.22480908,0.67274812,0.70266425,0.38503237,0.55337056,0.74693676,0.72009428,0.53802237,0.265865891,0.256836464,0.128687589,0.673114926,0.799671105,0.532007373,0.605137045
0.21673073,0.6852206,0.70663185,0.38726443,0.52359649,0.71218566,0.6980425,0.56482121,0.26106412,0.252445965,0.126581325,0.675826541,0.796033466,0.505044943,0.576058002
0.20865239,0.68053145,0.71129583,0.38949621,0.49382374,0.71759072,0.70182802,0.59267402,0.249613372,0.247880242,0.121479691,0.679194534,0.792382551,0.478271271,0.56725321
0.19033588,0.66359535,0.71497721,0.39172827,0.44838395,0.70202025,0.68201005,0.6217592,0.222034408,0.233214133,0.111829386,0.681614838,0.784054902,0.435529311,0.536794965
0.1716664,0.6812744,0.69342723,0.39396005,0.41476836,0.68733549,0.64324891,0.64612675,0.205590788,0.215336607,0.101738155,0.660012029,0.775494799,0.392368197,0.504313366
0.1783462,0.67601476,0.67877615,0.39742403,0.39168245,0.67242383,0.6309256,0.66406689,0.211941655,0.227426786,0.106639356,0.64446547,0.778565965,0.363320007,0.490906395
0.19125234,0.68618025,0.66668073,0.40870836,0.36859522,0.66041344,0.61810936,0.67624551,0.230696632,0.247998836,0.115183565,0.627911007,0.784473225,0.334621529,0.480151677
0.20415912,0.64732113,0.59774283,0.4199927,0.36111458,0.65279251,0.63313165,0.68178423,0.232319065,0.266190163,0.123523745,0.558508195,0.790346085,0.297243947,0.484092412
0.2170659,0.64859476,0.59926641,0.43127703,0.40043396,0.69360437,0.65945493,0.68069333,0.247492089,0.275072309,0.128168009,0.555517212,0.796184655,0.328119275,0.520761384
0.22997268,0.69090921,0.60267384,0.44256136,0.41696971,0.71736225,0.69027882,0.66956356,0.279314519,0.288027254,0.133910408,0.554305683,0.801989334,0.341039824,0.546574479
0.24287946,0.69860998,0.60424462,0.45384569,0.43350677,0.68506956,0.67840332,0.64946542,0.298278436,0.300683048,0.144136163,0.551436825,0.807760514,0.353015303,0.542051013
0.25578624,0.68151026,0.60315613,0.46513002,0.45004383,0.67637983,0.66532152,0.63034802,0.306440286,0.313050176,0.152582509,0.546203986,0.813498577,0.363540058,0.544408023
0.26869302,0.69016626,0.59779961,0.47641435,0.46658089,0.69208018,0.66171478,0.60711065,0.325991586,0.325138402,0.158794496,0.53721565,0.819203904,0.371639844,0.557168738
0.28159979,0.66572987,0.59793198,0.50414142,0.48311795,0.7099072,0.70505464,0.57130885,0.329554049,0.336957044,0.164687177,0.527429476,0.824876859,0.378853606,0.585005244
0.29450657,0.65955038,0.43590295,0.5412744,0.51198651,0.70595277,0.71000826,0.52539034,0.341459535,0.345672615,0.172634656,0.37524173,0.830517818,0.298760817,0.598146002
0.30741335,0.67419865,0.49699504,0.57840737,0.58851592,0.80591522,0.80220396,0.47745761,0.364340026,0.343438561,0.170225793,0.417767105,0.836127135,0.377445691,0.684654567
0.32032013,0.66610724,0.51106831,0.61554035,0.65897618,0.83033034,0.83034797,0.42938568,0.375080657,0.342658876,0.175006731,0.419722672,0.841705163,0.424365215,0.72641243
0.33322691,0.69456501,0.50014656,0.65267333,0.72690259,0.87588063,0.87349343,0.3993215,0.406863986,0.342444448,0.177637588,0.401524041,0.847252249,0.450268986,0.778493396
0.38296959,0.69837413,0.50309013,0.68980631,0.79482768,0.86038058,0.87092637,0.36024286,0.470163289,0.378668723,0.205855508,0.395011879,0.868347437,0.485314165,0.809091704
0.41824477,0.69404613,0.57452654,0.70987796,0.83651007,0.89376242,0.88283311,0.32564038,0.510287745,0.404161656,0.220853876,0.445806367,0.883041975,0.567746899,0.84664693
0.41753119,0.65434971,0.57982704,0.71066701,0.85573474,0.89156221,0.92166195,0.29866838,0.480280683,0.399292294,0.220733523,0.449711787,0.88274685,0.585207304,0.863586397
0.41681824,0.68653404,0.56887652,0.71145607,0.87496074,0.91078666,0.91163841,0.28310915,0.503042958,0.394523104,0.218139601,0.441015181,0.882451898,0.588295284,0.872100399
0.4161053,0.68681707,0.57526512,0.71224512,0.89506858,0.96603759,0.96164153,0.26861272,0.502389565,0.389669326,0.211646665,0.445762357,0.882156864,0.607439018,0.910393789
0.41539235,0.65156658,0.57111949,0.71303417,0.91530523,0.93878535,0.93260713,0.25963356,0.475788102,0.384891574,0.214253914,0.442346139,0.881861738,0.617035575,0.89909985
0.41467941,0.65104769,0.57511357,0.7138235,0.93554187,0.89591568,0.9112149,0.25838525,0.47459325,0.380213738,0.218722496,0.445234498,0.881566529,0.634253408,0.885355833
0.38798691,0.66717008,0.57342884,0.71461255,0.9089982,0.84368809,0.85057555,0.25635792,0.455040359,0.360686144,0.210440645,0.443725941,0.870450714,0.614444201,0.834327315
0.34643388,0.66515201,0.5803473,0.62380965,0.86166984,0.75997215,0.78201977,0.25167943,0.405076966,0.330244504,0.196840547,0.474191906,0.852896678,0.616895688,0.760242696
0.3048802,0.6565196,0.57593694,0.51050523,0.8094591,0.72664038,0.73663181,0.25182658,0.351862674,0.299018703,0.176574233,0.505887545,0.835028701,0.612603011,0.70725386
0.26932773,0.71545174,0.5803381,0.39720052,0.75839963,0.72248251,0.73214509,0.25289649,0.338733147,0.271819989,0.156360212,0.551091397,0.819483633,0.617256788,0.677990113
0.27186724,0.71315212,0.57870056,0.35800761,0.73578158,0.73413768,0.75395908,0.25402152,0.340828057,0.277958338,0.156773734,0.56539633,0.820602066,0.611930222,0.682103843
0.27440675,0.6635128,0.57416704,0.36121023,0.71316354,0.7330407,0.74186835,0.25529881,0.320066616,0.284258769,0.158338318,0.559647206,0.821719249,0.588034894,0.671884126
0.27694626,0.68956482,0.57380753,0.36441313,0.69660283,0.76984023,0.77797738,0.25638406,0.335712014,0.289689812,0.156480938,0.557983863,0.822835186,0.572940139,0.689974905
0.27948576,0.66932671,0.58186168,0.37924599,0.70344869,0.79348857,0.76642992,0.25844831,0.328847181,0.291171278,0.155833589,0.559730938,0.823949874,0.580097723,0.69657569
0.28202527,0.65957397,0.55583496,0.42086049,0.71029456,0.78658592,0.78574801,0.26401036,0.327000046,0.292640893,0.157857099,0.519033879,0.825063325,0.54944976,0.703273117
0.28456478,0.69646957,0.54880293,0.46247498,0.71714174,0.7816644,0.79696048,0.26863374,0.348401147,0.294098565,0.159718508,0.497885252,0.826175538,0.535384084,0.708089443
0.28710365,0.68402215,0.57082982,0.50408976,0.72398761,0.81446411,0.80875614,0.27854414,0.345227324,0.295544225,0.158230548,0.503540242,0.827286235,0.545743758,0.724672667
0.28964316,0.66169669,0.58087716,0.54570425,0.73083348,0.80807317,0.80255457,0.28991884,0.336913584,0.296979105,0.16019438,0.498607935,0.82839598,0.546283728,0.723687405
0.29218267,0.66357176,0.57606931,0.56303384,0.73768066,0.80392783,0.79805222,0.2988991,0.340830641,0.298402454,0.161970266,0.488998632,0.829504495,0.542279464,0.723914433
0.29472217,0.6875954,0.57818951,0.55291679,0.73919203,0.75444658,0.77696722,0.30336279,0.356239482,0.300734445,0.167985833,0.493995859,0.830611777,0.54815025,0.703480251
0.29726168,0.67023476,0.58371675,0.54279973,0.71887785,0.72980924,0.73958941,0.30450599,0.350237108,0.306910549,0.17184651,0.501988638,0.83171784,0.540463603,0.678968029
0.29980119,0.65787579,0.57880454,0.53268295,0.6687252,0.70630487,0.70434475,0.30451111,0.346715725,0.318835324,0.175702007,0.501049795,0.83282268,0.501953509,0.646292519
0.3023407,0.69754862,0.57474447,0.5225659,0.67071627,0.759257,0.75267294,0.30329688,0.370738237,0.321152876,0.17185704,0.500841132,0.833926301,0.503268627,0.678798674
0.30487957,0.66490436,0.57234994,0.51244885,0.6803457,0.75646214,0.74247584,0.30096558,0.356355763,0.321993858,0.173575942,0.502090763,0.835028428,0.511583542,0.678545637
0.30741908,0.65245105,0.57451733,0.52750466,0.68997512,0.79079699,0.77495036,0.29654166,0.352594095,0.322825931,0.171666069,0.499024509,0.836129619,0.516111779,0.702808552
0.30995858,0.67073154,0.58101912,0.53282855,0.69960455,0.7975901,0.78323301,0.29424957,0.365467425,0.323648562,0.172430066,0.5029191,0.837229594,0.526807393,0.71117839
0.31249809,0.66229813,0.59945595,0.47039866,0.70923397,0.77516861,0.77482366,0.29193135,0.363828888,0.324461936,0.17603854,0.540908073,0.838328364,0.568205668,0.705445266
0.27045026,0.68088524,0.59830108,0.46222081,0.71886339,0.80481511,0.78605175,0.28870855,0.32371111,0.279231202,0.149849288,0.542885338,0.819978164,0.577702431,0.708043089
0.27529841,0.67342032,0.60579659,0.46737147,0.7284915,0.77665055,0.79192008,0.28634032,0.325901382,0.282653494,0.154953606,0.54775713,0.822111213,0.589881531,0.705640716
0.27643301,0.68073193,0.58506039,0.47252241,0.73812093,0.7751827,0.78398977,0.28441016,0.330797567,0.282246014,0.155720879,0.527157111,0.822609749,0.578568944,0.706060325
0.27544405,0.67547524,0.59950314,0.47767308,0.73630334,0.7719841,0.76818643,0.28424766,0.327068796,0.28153066,0.155443861,0.538287614,0.82217522,0.587470299,0.699360542
0.27445445,0.67945829,0.60014656,0.48282375,0.7246881,0.75618046,0.77765628,0.28327207,0.327815407,0.282408402,0.156279184,0.536993556,0.821740221,0.577024439,0.693542407
0.27346485,0.67733557,0.60230436,0.48797441,0.71307417,0.75712408,0.75504214,0.28103282,0.325612956,0.283297831,0.155632066,0.537058792,0.821305033,0.567835459,0.68301308
0.27247588,0.66919698,0.60693266,0.49312508,0.70605877,0.77228299,0.75801709,0.27769028,0.320537111,0.283434022,0.153742874,0.539318855,0.820869933,0.564253648,0.68612496
0.27148628,0.65779324,0.60056324,0.49827574,0.70680263,0.7578627,0.74117929,0.27076557,0.313930546,0.282281546,0.154441118,0.531824431,0.820434366,0.558184132,0.676446672
0.27049668,0.68739492,0.59650317,0.50342669,0.70754517,0.75604745,0.76718147,0.26403649,0.32686208,0.281130291,0.154037227,0.526419279,0.819998609,0.553942556,0.683801236
0.26950708,0.65807627,0.59933279,0.50857735,0.71318851,0.78735897,0.77833319,0.25971481,0.311776008,0.279179117,0.150785088,0.527110591,0.819562663,0.558983979,0.698276038
0.27954873,0.68036635,0.60241793,0.51669056,0.72709841,0.76723784,0.77216807,0.25653122,0.334346385,0.287248879,0.158183988,0.526989779,0.823977498,0.569775284,0.697558795
0.30205705,0.68653404,0.60563583,0.52815171,0.741007,0.80794485,0.80578466,0.25066236,0.364541801,0.307897642,0.167072049,0.525831229,0.833803093,0.579589092,0.731579375
0.3154529,0.65721538,0.59748193,0.53961313,0.75491558,0.83384818,0.81835617,0.24746797,0.364450479,0.319004051,0.172016911,0.514889998,0.839605306,0.579991192,0.751787417
0.28498072,0.65571768,0.60165135,0.55107428,0.76165105,0.80169006,0.80942091,0.24283436,0.328494918,0.28708698,0.158174109,0.514651906,0.826357587,0.584935245,0.731870972
0.30352427,0.65942066,0.61118226,0.55843573,0.74066135,0.76619564,0.78373809,0.23738484,0.351845706,0.30945467,0.17185201,0.520335108,0.834440241,0.57416295,0.712325238
0.27831236,0.66299391,0.63975468,0.53977641,0.71967165,0.75849178,0.76970861,0.23177337,0.324368233,0.287213511,0.158267649,0.551260781,0.823434976,0.585888406,0.69145495
0.28027757,0.66043485,0.61503399,0.52111709,0.70392708,0.7112436,0.7541257,0.23185046,0.325397797,0.291914214,0.163785898,0.53646051,0.824297177,0.560021961,0.667919462
0.28224214,0.65406668,0.54574579,0.50245778,0.70845726,0.72288468,0.74843789,0.23405978,0.324519026,0.293180878,0.163819519,0.481936038,0.825158354,0.514328197,0.671743617
0.28420735,0.65225057,0.53439816,0.48379846,0.71298743,0.79119603,0.77797738,0.24753104,0.325871256,0.294441508,0.158669037,0.477849707,0.826019071,0.513838743,0.703799807
0.28617193,0.68378629,0.5282555,0.46513914,0.71751761,0.8006416,0.81550966,0.2610262,0.343988326,0.295694834,0.158927757,0.478372762,0.826878773,0.517590749,0.720227122
0.28813713,0.65123638,0.54429779,0.44647982,0.72204648,0.79658076,0.78445493,0.27790949,0.329863423,0.296942432,0.160380839,0.499258512,0.827738006,0.540318441,0.711434314
0.29010234,0.67281888,0.55876855,0.4278205,0.72561989,0.79373738,0.78671131,0.29134382,0.343119724,0.298348596,0.161730665,0.519229821,0.828596507,0.56148516,0.712955501
